Name;Manga;Anime;Appears in;Japanese;English;Birthdate;Sex;Status;Height;Weight;Blood type;Occupation;Affiliation;Ninja Rank;Novel;Movie;Game;OVA;Age;Team;Partner;Ninja Registration;Family;Nature Type;Jutsu;Tools;Kekkei Genkai;Clan;Species;Classification;Chūnin Prom. Age;Academy Grad. Age;Unique Traits;Tailed Beast;Jinchūriki;Kekkei Mōra;Kekkei Tōta
Baku;Naruto Chapter #479;Naruto Shippūden Episode #210;Anime, Manga, Game;;;;;;;;;;Konohagakure;;;;Naruto Shippūden: Ultimate Ninja Impact;;;;;;;;;;;;Tapir;Summon;;;;;;;
Baku (Anbu);Naruto Chapter #399;Naruto Shippūden Episode #140;Anime, Manga;;;;Male;Presumed Deceased;;;;;Konohagakure;Part II: Anbu;;;;;31;;;;;;;;;;;;;;;;;;
Bakuto;Naruto Chapter #348;Naruto Shippūden Episode #116;Anime, Manga;Tomoyoshi Fukazu;Travis Willingham;;Male;;;;;Prisoner;;;;;;;36;;;;;;;;;;;;;;;;;;
Bamboo Minister;;Boruto Episode #267;Anime;Kōsuke Katayama;;;Male;;;;;Minister;Land of Bamboo;;;;;;;;;;;;;;;;;;;;;;;;
Bando;;;Game;;Roger Craig Smith;;Male;;;;;Weapons Dealer;;;;;Naruto: Clash of Ninja Revolution 2;;;;Kagura (game);;;;Bandos Chakra Armour, Concussive Chakra Cannon;;;;;;;;;;;;
Bandō;;Naruto Shippūden Episode #224;Anime;Nobuyuki Hiyama;Todd Haberkorn;;Male;;;;;;Benisu Island;Part II: Jōnin;;;;;;Team Bandō;;;;Wind Release;Wind Release: Breakthrough, Wind Release: Great Breakthrough;;;;;;;;;;;;
Banna;;Naruto Shippūden Episode #233;Anime;Hiroshi Iwasaki;Kyle Hebert;;Male;;;;;;Land of Water;;;;;;;;Iggy;;;;;Club;;;;;;;;;;;
Bansai;Naruto Chapter #320;Naruto Shippūden Episode #58;Anime, Manga;Ryūji Nakagi;William Frederick Knight;;Male;;;;;Head Monk;Land of Fire, Fire Temple;;;;;;64;;;;;;;;;;;Ninja monk;;;;;;;
Baru Uchiha;;Naruto Shippūden Episode #338;Anime;Ryūichi Kijima;Nicolas Roye;;Male;Deceased;180.4;;;;;;;;;;;;;;;Yin Release, Yang Release;Izanagi;Sword;Sharingan , Mangekyō Sharingan;Uchiha Clan;;;;;;;;;
Batora Kuromori;;Boruto Episode #261;Anime;Isshin Chiba;;;Male;;;;;Butler;Land of Bamboo;;;;;;;;;;;Water Release;Water Release: Water Army Water Demon Technique;;;;;;;;;;;;
Batta;;Boruto Episode #275;Anime;Chihiro Ikki;;;Female;;;;;;Kumogakure;;;;;;;;;;;Wind Release;Area Scanning Technique, Wind Release: Flying Locust Wind;;;;;;;;;;;;
Beekeeper;;Naruto Shippūden Episode #498;Anime, Novel;Shōgo Nakamura;Mick Wingert;;;;;;;Beekeeper;Iwagakure, Sora-ku;;Konoha Hiden: The Perfect Day for a Wedding;;;;;;;;;;Bee Honey Technique;;;Kamizuru Clan;;Missing-nin;;;;;;;
Bekkō;Naruto Chapter #1;Naruto Episode #1;Anime, Manga, Novel, Game;Nobuaki Fukuda;Phil Hayes;;Male;;;;;Academy Teacher (anime only);Konohagakure;Part I: Chūnin;Naruto: Innocent Heart, Demonic Blood;;Naruto: Rise of a Ninja;;41;;;;;;;;;;;;;;;;;;
Benga;;Boruto Episode #141;Anime;Dai Matsumoto;John Eric Bentley;;Male;Deceased;;;;Hōzuki Castle officer;Kusagakure;;;;;;;;;;;Fire Release;Fire Release: Flame Bullet, Fire Release: Flame Capture, Fire Release: Heavenly Prison, Summoning Technique (Hōzuki Castles Ninken);;;;;;;;;;;;
Benten;;Naruto Shippūden Episode #144;Anime;Chikara Ōsaka;Michael Yurchak;;Male;;;;;;;;;;;;;Magaki Group;;;;Lightning Release;Barrier Shattering Technique, Chakra Transfer Technique, Combination Transformation, Hurricane Thunderclap, Impermanence of Worldly Things, Infinite Embrace, Multiple Infinite Embraces, Shadow Rope Technique, Telegram Flash;;;;;;;;;;;;
Bird-Masked Anbu Member;Naruto Chapter #121;Naruto Episode #72;Anime, Manga;;David Lodge (Part I), Todd Haberkorn (Part II);;Male;;;;;Anbu Captain;Konohagakure;Part I: Anbu;;;;;;;;;;Wind Release;Wind Release: Wind Cutter Technique;Sword;;;;;;;;;;;
Bisuke;Naruto Chapter #29;Naruto Episode #17;Anime, Manga, Novel, Game, Movie;Shinji Kawada;Roger Craig Smith;;Male;;;;;;Konohagakure;;Naruto: Innocent Heart, Demonic Blood;Road to Ninja: Naruto the Movie;Naruto: Ultimate Ninja;;;;;;;;Circular Formation (Anime only), Crane Wing Formation (Anime only), Dog Wall Formation (Anime only), Ninken Ninja Art: Dance of the Dust Cloud (Anime only);;;;Ninken;Summon;;;;;;;
Biwako Sarutobi;Naruto Chapter #500;Naruto Shippūden Episode #247;Anime, Manga, Game;Ikuko Watanabe;Mona Marshall;;Female;Deceased;;;;;Konohagakure;Part II: Jōnin;;;Naruto Shippūden: Ultimate Ninja Storm 3;;55;;;;Asuma Sarutobi (Son), Mirai Sarutobi (Granddaughter), Hiruzen Sarutobi (Husband), Konohamaru Sarutobi (Grandson);;;;;Sarutobi Clan;;Medical-nin;;;;;;;
Black Shadow;;;Game;Atsushi Imaruoka;Lex Lang;;Male;Deceased;;;;;Tree Felling Village;;;;Naruto Shippūden: Ultimate Ninja 4;;;;;;;Yin Release;Bringer-of-Darkness Technique;;;;;;;;;;;;
Black Zetsu;Naruto Chapter #234;Naruto Episode #134;Anime, Manga, Novel, Game, Movie;Nobuo Tobita , Kengo Kawanishi (Child);Travis Willingham , Michael Sorich (Naruto Episode 135), Todd Haberkorn (Child);;;Incapacitated;;;;Akatsuki spy;Akatsuki;;Naruto Jinraiden: The Day the Wolf Howled;Road to Ninja: Naruto the Movie;Naruto Shippūden: Ultimate Ninja 4;Naruto Shippūden: UNSG anime cutscenes;;;Kaguya Ōtsutsuki, White Zetsu, Obito Uchiha, Madara Uchiha;;Kaguya Ōtsutsuki (Creator);Wood Release, Earth Release, Water Release, Fire Release, Wind Release, Lightning Release, Yin Release, Yang Release;All-Killing Ash Bones, Black Receiver, Body Coating, Chakra Transfer Technique, Event Recording, Hiding in Surface Technique, Hiding with Camouflage Technique (Anime only), Kamui, Mayfly, Projection Technique, Sensing Technique, Spore Technique, Temporary Paralysis Technique, Wood Release: Underground Roots Technique, Yomotsu Hirasaka;;Wood Release , Rinnegan , Sharingan , Mangekyō Sharingan;;Artificial Human;Jinchūriki, S-rank, Sensor Type;;;Can absorb chakra;Kurama (Yin half) (Forms);;;
Blue B;Naruto Chapter #494;Naruto Shippūden Episode #244;Anime, Manga, Game;Yasuhiko Nemoto , Tōru Furusawa (Shippūden episode 282);Sam Riegel;;Male;Deceased;;;;;Kumogakure;;;;Naruto Mobile;;22;;A (Third Raikage);;A (Uncle), A (Cousin), Killer B (Adoptive Cousin);Lightning Release (Anime only);Continuous Tailed Beast Balls (Anime only), Lightning Release: Lariat (Anime only), Sensing Technique (Anime only), Tailed Beast Ball (Anime only), Tailed Beast Chakra Arms (Anime only);Sword;;;;Jinchūriki, Pseudo-Jinchūriki, Sensor Type;;;;Gyūki (Forms);;;
Boar-Masked Anbu Member;Naruto Chapter #57;Naruto Episode #30;Anime, Manga, Game;Kazuki Ogawa (Part I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boro;Boruto Chapter #15;Boruto Episode #157;Anime, Manga, Game;Kenta Miyake;Dave B. Mitchell;;Male;Deceased;;;;Inner, Cult Leader;Kara;;;;Naruto x Boruto: Ninja Voltage;;;;;;;Lava Release, Fire Release, Earth Release, Water Release, Yin Release;Genjutsu Communication, Lava Release: Planet-Branding Blast, Self-Healing Technique, Water Release: Water Formation Wall;Dark Cloud, Space-Time Gate;Lava Release;;;;;;;;;;
Boruto Uzumaki;Naruto Chapter #700;Naruto Shippūden Episode #500;Anime, Manga, Novel, Game, Movie;Yūko Sanpei , Kokoro Kikuchi (The Last: Naruto the Movie);Amanda Celine Miller, Maile Flanagan (The Last: Naruto the Movie);March 27;Male;;163;;;Vessel;Konohagakure, Ryūchi Cave (Anime only);Gaiden: Genin;The Last: Naruto the Movie;The Last: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm 4;The Day Naruto Became Hokage (OVA);;Team 7;;;Minato Namikaze (Grandfather), Kushina Uzumaki (Grandmother), Naruto Uzumaki (Father), Hyūga Elder (Great-Grandfather), Hiashi Hyūga (Grandfather), Hizashi Hyūga (Granduncle), Hinata and Hanabis Mother (Grandmother) (Anime only), Hinata Hyūga (Mother), Hanabi Hyūga (Aunt), Himawari Uzumaki (Sister), Neji Hyūga (First cousin once removed), Kawaki (Adoptive Brother), Momoshiki Ōtsutsuki (Host);Lightning Release (Affinity), Wind Release, Water Release;Big Ball Rasengan (Manga only), Boruto Stream, Compression Rasengan (Anime only), Gentle Fist, Harem Technique, Improvised Secret Technique: Lightning Ball Shuriken Technique (Anime only), Kāma, Kāma Rift, Lightning Release Bullet: Powerful Breath (Anime only), Lightning Release: Purple Electricity (Manga only), Lightning Release: Thunderclap Arrow, Multiple String Light Formation (Anime only), Parent and Child Rasengan, Rasengan, Rasengan: Unison, Sexy Technique, Shadow Clone Technique, String Light Formation (Anime only), Student and Teacher: Rasengan, Summoning Technique (Snake) (Anime only), Super Compression Rasengan (Anime only), Surging Fire Wild Dance (Anime only), Uchiha Style Shurikenjutsu: Lightning: Triple, Ultra-Big Ball Rasengan (Manga only), Vanishing Rasengan, Water Release: Surging Sea, Water Release: Water Formation Wall (Novel only), Wind Release: Gale Palm, Wind Release: Rasengan (Anime only);Chakra Blade, Flash Bomb (Anime only), Hidden Kunai Mechanism (Anime only), Jutsu Absorption Arm, Shinobi Gauntlet, Sword;Jōgan;Uzumaki Clan, Hyūga Clan;Celestial Being;Missing-nin, Sensor Type;;;;;;;
Boxing Kangaroos;;Naruto Shippūden Episode #185;Anime;;;;Male;;;;;;Konohagakure;;;;;;;Four Ninja Animal Warriors;;;;;;;;;Kangaroo;;;;;;;;
Breeze Dancer;;;Game;;;;Female;;171;48;O;;Konohagakure;Part II: Academy Student;;;Naruto: Ultimate Ninja Online;;16;;;;;Wind Release;Big Ball Rasengan, Harem Technique, Multiple Shadow Clone Technique, Rasengan, Shadow Clone Technique, Sickle Weasel Technique, Spiralling Serial Spheres, Wind Release: Vacuum Serial Waves;Giant Folding Fan;;;;;;;;;;;
Bug;Boruto Chapter #56;Boruto Episode #287;Anime, Manga;Takumi Yamazaki;;;Male;;;;;Outer, Cultist;Kara;;;;;;;;;;;;;;;;;;;;;;;;
Bull;Naruto Chapter #29;Naruto Episode #17;Anime, Manga, Novel, Game, Movie;;;;Male;;;;;;Konohagakure;;Naruto: Innocent Heart, Demonic Blood;Road to Ninja: Naruto the Movie;Naruto: Ultimate Ninja;;;;;;;;Circular Formation (Anime only), Dog Wall Formation (Anime only), Ninken Ninja Art: Dance of the Dust Cloud (Anime only);;;;Ninken;Summon;;;;;;;
Buna;Naruto Chapter #144;Naruto Episode #83;Anime, Manga;;;;Male;;;;;Gardener apprentice;Land of Fire;;;;;;13;;;;;;;;;;;;;;;;;;
Bunpuku;Naruto Chapter #660;Naruto Shippūden Episode #392;Anime, Manga;;;February 9;Male;Deceased;;38.2;O;Priest;Sunagakure;;;;;;;;;;;;Dharma Power Seal (Anime only), Dharma Power Sealing Technique: Sen no Rikyū (Anime only);Sand;;;;Jinchūriki;;;;Shukaku (Forms);;;
Buntan Kurosuki;;Boruto Episode #28;Anime, Novel;Mariya Ise;Carrie Keranen;;Female;;165.7;;;;Kirigakure;;School Trip Bloodwind Records;;;;;New Seven Ninja Swordsmen;;;Raiga Kurosuki (Father);Lightning Release;Lightning Ball, Lightning Burial: Banquet of Lightning, Lightning Fish, Lightning Strike Armour, Mystical Palm Technique (Anime only), Silent Killing (Anime only), Thunderswords Technique: Remote Control;Kiba (Anime only), Sword (Anime only);;;;Medical-nin;;;;;;;
Bunzō;;Naruto Episode #97;Anime;Atsushi Gotō;Wally Wingert;;Male;;163.5;;;Loan Collector;Land of Tea;;;;;;;Akagi Gang;Senta;;;;;Sword;;;;;;;;;;;
Burami;;Naruto Shippūden Episode #395;Anime;Kōsuke Gotō;Joe Ochman;;Male;;;;;;Kusagakure;Part I: Genin;;;;;;Team Kazami;;;;;Odour-Concealing Bubbles, Shifting Body Technique, Smell Sphere;;;;;;;;;;;;
Buriko Nekoka;Boruto Chapter #16;Boruto Episode #181;Anime, Manga;;;;Female;;;;;;Konohagakure;Boruto Manga: Genin;;;;;;;;;;;;;;;;;;;;;;;
Butsuma Senju;Naruto Chapter #622;Naruto Shippūden Episode #367;Anime, Manga;Keijin Okuda;Aaron LaPlante;January 16;Male;Deceased;180;71.3;AB;;;;;;;;;;;;Hashirama Senju (Son), Itama Senju (Son), Kawarama Senju (Son), Tobirama Senju (Son), Tsunade (Great-Granddaughter), Nawaki (Great-Grandson);;;Sword, Tantō;;Senju Clan;;;;;;;;;
Byakuren;Naruto Chapter #648;Naruto Shippūden Episode #369;Anime, Manga;Satoshi Hino;Vic Mignogna;January 20;Male;Deceased;172.2;78.9;B;Mizukage;Kirigakure;Part II: Kage;;;;;;;;;;;;;;;;;;;;;;;
C;Naruto Chapter #454;Naruto Shippūden Episode #199;Anime, Manga, Novel, Game;Kenji Fukuda;Vic Mignogna;April 3;Male;;172.2;55.8;A;Fourth Raikages Bodyguard;Kumogakure, Allied Shinobi Forces;Part II: Jōnin;Sasuke Shinden: Book of Sunrise;;Naruto Shippūden: Ultimate Ninja Impact;Naruto Shippūden: UNSG anime cutscenes;26;Kumo Council, Sensor Division;Darui;CL5517;;Lightning Release, Yin Release;Lightning Release: Lightning Illusion Flash of Lightning Pillar, Mystical Palm Technique, Sensing Technique;;;;;Medical-nin, Sensor Type;;;;;;;
Calm Seas Daimyō;;Boruto Episode #229 (Mentioned);Anime;;;;Male;;;;;;File:Land of Calm Seas Symbol.svg Land of Calm Seas;;;;;;;;;;;;;;;;;Daimyō;;;;;;;
Captain of the Ghost Ship;;Naruto Shippūden Episode #225;Anime;Kenji Nomura;Skip Stellrecht;;Male;Deceased;;;;Captain;;;;;;;;;;;;;;;;;;;;;;;;;
Chamaru;Boruto Chapter #18;Boruto Episode #183;Anime, Manga;;;;Male;;;;;;Konohagakure;;;;;;;;Akita Inuzuka;;;;Fang Passing Fang, Passing Fang;;;Inuzuka Clan;Ninken;;;;;;;;
Chamū;;;Game, Movie;;;;Male;;;;;;;;;Naruto the Movie: Guardians of the Crescent Moon Kingdom;Naruto: Path of the Ninja 2 (movie poster);;;;Kiki;;;;;;;;Sabre-toothed cat;;;;;;;;
Chen;;Naruto Shippūden Episode #312;Anime;Chō;Steve Kramer;;Male;Deceased;;;;;Konohagakure;Part II: Jōnin;;;;;;;;;Azami (Granddaughter);;Leaf Dragon God, Leaf Great Whirlwind, Leaf Gust, Leaf Whirlwind;;;;;;;;;;;;
Chibi;Naruto Chapter #445;Naruto Shippūden Episode #172;Anime, Manga;;;;Male;Deceased;;;;;Ame Orphans;;;;;;2;;;;;;;;;;Dog;;;;;;;;
Chichiatsu;;Naruto Episode #152 (Mentioned);Anime;;;;;;;;;;Land of Swamps;;;;;;;;;;;;;;;;;Daimyō;;;;;;;
Chikara;;Naruto Episode #192;Anime;Kiyoyuki Yanada;Roger Rose;;Male;;;;;;Land of Noodles;;;;;;;;;;Fuku (Fiancée);;;;;;;Daimyō;;;;;;;
Chino;;Naruto Shippūden Episode #484;Anime, Novel, Game;Ai Kakuma;Xanthe Huynh;;Female;;;;;;Land of Hot Water, Kirigakure;;Sasuke Shinden: Book of Sunrise;;Naruto Shippūden: Ultimate Ninja Blazing;;;Lightning Group (Anime only);;;En Oyashiro (Father);Water Release, Yin Release;Blood Dragon Ascension, Blood Transformation Technique (Anime only), Exploding Human Technique (Anime only), Genjutsu: Ketsuryūgan (Anime only), Sensing Technique (Novel only), Shadow Clone Technique (Novel only), Soap Bubble Ninjutsu, Water Release: Hail (Anime only), Water Release: Water Formation Wall (Anime only);;Ketsuryūgan;Chinoike Clan;;Sensor Type;;;;;;;
Chiriku;Naruto Chapter #314;Naruto Shippūden Episode #57;Anime, Manga, Game;Akio Ōtsuka;Kirk Thornton;July 1;Male;Deceased;179;59.1;A;Head Monk;Land of Fire, Fire Temple;;;;Naruto Shippūden: Ultimate Ninja Heroes 3 (Mentioned);;31;Twelve Guardian Ninja;;;;;Destruction of Evil Seal (Anime only), Sealed Iron Wall, Welcoming Approach: Thousand-Armed Murder (Anime only);Spear (Anime only);;;;Ninja monk;;;;;;;
Chishima;;Naruto Episode #162;Anime;Takeshi Mito;Sam Riegel;;Male;;;;;Chief Advisors Assistant;Land of Birds;;;;;;;;;;;;;;;;;;;;;;;;
Chiyo;Naruto Chapter #252;Naruto Shippūden Episode #9;Anime, Manga, Game;Ikuko Tani;Barbara Goodson;October 15;Female;Deceased;149.1;39.1;B;Counsellor (Retired);Sunagakure;;;;Naruto Shippūden: Ultimate Ninja 4;Naruto Shippūden: UNSG anime cutscenes;73;Puppet Brigade, Honoured Siblings, Kazekage Rescue Team;;01-002;Sasoris Father (Son), Sasori (Grandson), Ebizō (Younger Brother);;Manipulating Attack Blades, Mechanical Light Shield Block, Mystical Palm Technique, Ones Own Life Reincarnation, Puppet Performance: Skilful Achievement with a Human Body, Puppet Technique, Puppet: Father and Mother, Puppet: Spring Punishing Strike, Reverse White Secret Technique: The Uematsu Collection of Ten Puppets (Anime only), Sealing Technique: Lion Closing Roar, Three Jewels Suction Crushing, White Secret Technique Secret Art: Collection of Illusions (Anime only), White Secret Technique: The Chikamatsu Collection of Ten Puppets, White Secret Technique: The Chikamatsu Collection of Ten Puppets: Heaven Attack;Antidote, Chikamatsu Collection, Lion-Headed Kannon, Mother and Father, Poison, Sword, Whip, Wire Strings;;;;Medical-nin;;;;;;;
Chiyo (princess);;Naruto Shippūden Episode #309;Anime;Megumi Han;Cherami Leigh;;Female;;;;;;Land of This, Land of That;;;;;;;;;;This Daimyō (Father);;;;;;;;;;;;;;
Chiyomatsu;Naruto Chapter #460;Naruto Shippūden Episode #202;Anime, Manga;;;;Male;;;;;;Land of Iron;;;;;;34;;;;;;;Sword;;;;Samurai;;;;;;;
Chōbee Akimichi;;;Anime;Kōsuke Gotō;Robbie Daymond;;Male;;;;;;Konohagakure;;;;;Boruto OVA;;;;;Chōji Akimichi (Nephew), Chōchō Akimichi (Grandniece);Yang Release;Calorie Control, Multi-Size Technique, Partial Multi-Size Technique;;;Akimichi Clan;;;;;;;;;
Chōchō Akimichi;Naruto Chapter #700;Boruto Episode #1;Anime, Manga, Novel, Game, Movie;Ryōko Shiraishi;Colleen Villard;August 8;Female;;150.5;;;;Konohagakure;Gaiden: Genin;Boruto: Naruto the Movie;Boruto: Naruto the Movie;Naruto: Ultimate Ninja Online;The Day Naruto Became Hokage (OVA);12;Team 10;;;Chōjis Mother (Grandmother), Chōza Akimichi (Grandfather), Chōji Akimichi (Father), Karui Akimichi (Mother), Chōbee Akimichi (Granduncle) (Anime only);Lightning Release, Yang Release;Butterfly Mode (Anime only), Calorie Control, Empty Crash (Anime only), Formation Ino–Shika–Chō, Human Bullet Tank, Multi-Size Technique, Multiple String Light Formation (Anime only), Partial Multi-Size Technique, String Light Formation (Anime only), Super Multi-Size Technique;;;Akimichi Clan;;;;;;;;;
Chōhan;Naruto Chapter #149;Naruto Episode #86;Anime, Manga;Masato Funaki;Henry Dittman;;Male;;;;;Gambler;Land of Fire;;;;;;33;;;;;;;;;;;;;;;;;;
Chōji Akimichi;Naruto Chapter #34;Naruto Episode #1;Anime, Manga, Novel, Game, Movie;Kentarō Itō, Yūmi Kawashima (Child);Robbie Rist , Colleen Villard (Child);May 1;Male;;178;87.5;B;;Konohagakure, Allied Shinobi Forces;Part I: Genin, Part II: Chūnin;Kakashi Hiden: Lightning in the Icy Sky;Naruto Shippūden the Movie;Naruto: Konoha Ninpōchō;Hidden Leaf Village Grand Sports Festival!;17;Team 10, Sasuke Recovery Team, Konoha 11 (Anime only), Peddlers Escort Team (Anime only), Twenty Platoons, Fourth Division;;12625;Chōza Akimichi (Father), Chōjis Mother (Mother), Chōchō Akimichi (Daughter), Karui Akimichi (Wife), Chōbee Akimichi (Uncle) (Anime only);Earth Release, Fire Release, Yang Release;Ballistic Waterwheel (Anime only), Butterfly Bullet Bombing, Butterfly Mode, Calorie Control, Double Human Bullet Tank, Earth Release: Practice Brick Technique, Formation Ino–Shika–Chō, Human Bullet Tank, Human Bullet Yo-Yo, Multi-Size Technique, Partial Multi-Size Technique, Spiked Human Bullet Tank, Super Multi-Size Technique, Super Open Hand Slap;Military Rations Pill, Three Coloured Pills;;Akimichi Clan;;;14;12;;;;;
Chōjis Mother;;Naruto Shippūden Episode #82;Anime, Movie;Chiharu Kojima;Mary Elizabeth McGlynn;;Female;;;;;;Konohagakure;;;Road to Ninja: Naruto the Movie;;;;Allied Mothers Force;;;Chōji Akimichi (Son), Chōchō Akimichi (Granddaughter), Chōza Akimichi (Husband);;;;;Akimichi Clan;;;;;;;;;
Chōjūrō;Naruto Chapter #454;Naruto Shippūden Episode #199;Anime, Manga, Novel, Game, Movie;Kōki Miyata;Brian Beacock;November 1;Male;;163.6;49.5;B;Mizukage;Kirigakure, Allied Shinobi Forces;Part II: Jōnin, Gaiden: Kage;Shikamaru Hiden: A Cloud Drifting in Silent Darkness;The Last: Naruto the Movie;Naruto Shippūden 3D: The New Era;;19;Seven Ninja Swordsmen of the Mist, Daimyō Protection Squad;;;;Water Release (Anime only);Bloody Mist Sword Art: Bone Mutilation, Silent Killing, Water Release: Great Waterfall Technique (Anime only), Water Release: Water Fang Bullet (Anime only), Water Release: Water Formation Wall (Anime only), Water Release: Water Spikes (Anime only);Hiramekarei, Sword (Anime only);;;;;;;;;;;
Chōmei;Naruto Chapter #467;Naruto Shippūden Episode #165;Anime, Manga, Novel, Game, Movie;Kenichi Suzumura;Steven Blum;;;;;;;;Takigakure;;The Last: Naruto the Movie;The Last: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm 3;;;;;;Hagoromo Ōtsutsuki (Creator), Shukaku (Sibling), Matatabi (Sibling), Isobu (Sibling), Son Gokū (Sibling), Kokuō (Sibling), Saiken (Sibling), Gyūki (Sibling), Kurama (Sibling);;Bug Bite, Chakra Transfer Technique, Cocoon (Anime only), Spear Attack Shining Horn, Tailed Beast Ball, Tailed Beast Full Charge, Tailed Beast Telepathy;;;;Kabutomushi;Tailed Beast;;;;;Fū , Naruto Uzumaki;;
Chōseki;Naruto Chapter #150;Naruto Episode #86;Anime, Manga;Ichirota Koizumi;Doug Stone;;Male;;;;;;Iwagakure, Land of Fire;Part I: Chūnin;;;;;27;;;;;;;;;;;Missing-nin;;;;;;;
Chōza Akimichi;Naruto Chapter #137;Naruto Episode #59;Anime, Manga, Novel, Game, Movie;Nobuaki Fukuda;Michael Sorich;April 22;Male;;183;120.1;B;Head of the Akimichi Clan;Konohagakure, Allied Shinobi Forces;Part I: Jōnin;Naruto Shinden: Parent and Child Day;Naruto Shippūden the Movie: The Lost Tower;Naruto: Ultimate Ninja 3;Hidden Leaf Village Grand Sports Festival!;42;Ino–Shika–Chō, First Division, Team Chōza (Anime only);;5490;Chōji Akimichi (Son), Chōchō Akimichi (Granddaughter), Chōjis Mother (Wife);Yang Release;Calorie Control, Double Human Bullet Tank, Formation Ino–Shika–Chō, Human Bullet Tank, Multi-Size Technique, Partial Multi-Size Technique, Super Multi-Size Technique;Bō;;Akimichi Clan;;;;;;;;;
Chūji;;Naruto Shippūden Episode #254;Anime;;;;Male;;;;;;Kumogakure;;;;;;;;;;;;;;;;Penguin;;;;;;;;
Chūkaku;;Naruto Shippūden Episode #316;Anime;Mitsuru Takakuwa;Doug Stone;;Male;Deceased;;;;;Land of Fire, Fire Temple;;;;;;;Impure World Reincarnation Allied Forces;;;;;Sealing Release Technique;Prayer Beads;;;;Ninja monk;;;;;;;
Chūkichi;Naruto Chapter #516;Naruto Shippūden Episode #261;Anime, Manga;Minoru Hirota;Kyle Hebert;July 2;Male;Deceased;186;86.5;AB;;Kirigakure;Part II: Jōnin;;;;;;Surprise Attack and Diversion Platoon;;;;Water Release (Anime only);Hiding in Frost Technique (Anime only), Sensing Technique, Silent Killing (Anime only);;;;;Sensor Type;;;;;;;
Chūshin;;Naruto Shippūden Episode #144;Anime;Yōhei Tadano;Vic Mignogna;;Male;;;;;;;;;;;;;Magaki Group;;;;Lightning Release;Barrier Shattering Technique, Chakra Transfer Technique, Combination Transformation, Hurricane Thunderclap, Impermanence of Worldly Things, Infinite Embrace, Multiple Infinite Embraces, Shadow Rope Technique, Telegram Flash;Fūma Shuriken;;;;;;;;;;;
